"",Z,M,highest,fe,Gene,Specificity,Precision,ExpressionFraction
MVP,-4.01774868598183,-0.290058650705214,FALSE,0.0585548172757475,MVP,0.898346406614374,0.0684798445847499,0.0585548172757475
BHLHE41,-4.01785868605362,-0.942852959125965,FALSE,0.0257475083056478,BHLHE41,0.928379162928168,0.04369274136716,0.0257475083056478
NUDCD3,-4.01824341127778,-0.185954416864729,FALSE,0.0598006644518272,NUDCD3,0.896474953617811,0.0686695278969957,0.0598006644518272
NUDT1,-4.0191135829675,-1.20634092370537,FALSE,0.0191029900332226,NUDT1,0.934556768443812,0.0357420357420357,0.0191029900332226
ICA1,-4.02012635000678,-0.610308746230042,FALSE,0.0398671096345515,ICA1,0.915666472796489,0.0567711413364873,0.0398671096345515
PRRG4,-4.02058812717788,0.05588213650302,FALSE,0.102990033222591,PRRG4,0.854591972709344,0.0833333333333333,0.102990033222591
ZNF609,-4.02100065419381,-0.440307848783905,FALSE,0.0523255813953488,ZNF609,0.904146586877085,0.0650826446280992,0.0523255813953488
KLHL36,-4.02109153770376,-0.299018923882663,FALSE,0.0510797342192691,KLHL36,0.904956052102086,0.0641293013555787,0.0510797342192691
GAS6,-4.02365542451041,-0.00212984527572058,FALSE,0.110049833887043,GAS6,0.848484848484848,0.0853462157809984,0.110049833887043
KLK2,-4.02410238097726,-3.92642773152167,FALSE,0.00996677740863787,KLK2,0.943060310771662,0.0217194570135747,0.00996677740863787
KLHDC3,-4.02830824856072,-0.126126430482415,FALSE,0.0643687707641196,KLHDC3,0.891747109366713,0.0705828779599271,0.0643687707641196
ICE1,-4.0287028008275,-0.227901822657829,FALSE,0.0581395348837209,ICE1,0.898086809051884,0.0678623364032962,0.0581395348837209
ATP5PD,-4.02929780066745,-0.0135714110128133,FALSE,0.43687707641196,ATP5PD,0.470067383193184,0.0995457986373959,0.43687707641196
APOL6,-4.03023039211215,-0.514897622765184,FALSE,0.0402823920265781,APOL6,0.914710236886633,0.0567251461988304,0.0402823920265781
GAA,-4.03107315482189,-0.655720329995662,FALSE,0.0336378737541528,GAA,0.921174978867287,0.0514939605848697,0.0336378737541528
ESCO1,-4.03188823214859,-0.116470590784089,FALSE,0.0618770764119601,ESCO1,0.893955461293743,0.0693345742205677,0.0618770764119601
DDX17,-4.03407913499208,-0.00822184575635809,FALSE,0.429401993355482,DDX17,0.488678720445063,0.101124694376528,0.429401993355482
RCOR3,-4.03504983066894,-0.0646577781639692,FALSE,0.0838870431893688,RCOR3,0.873185516031265,0.0780827212988017,0.0838870431893688
AATF,-4.03567602859652,0.0591084570162686,FALSE,0.0747508305647841,AATF,0.881671889107228,0.0747508305647841,0.0747508305647841
PPP1R18,-4.03759553809406,-0.967561118238653,FALSE,0.0182724252491694,PPP1R18,0.934669127339837,0.034294621979735,0.0182724252491694
LOC107987457,-4.03759553809406,-0.967561118238653,FALSE,0.0182724252491694,LOC107987457,0.934669127339837,0.034294621979735,0.0182724252491694
NIT2,-4.03870318547902,0.018515910320648,FALSE,0.102574750830565,NIT2,0.855026116618697,0.0832490731378497,0.102574750830565
MSH3,-4.0393428249927,-0.289643426549103,FALSE,0.0681063122923588,MSH3,0.888989121782966,0.0726950354609929,0.0681063122923588
UTP18,-4.03971866827431,-0.215737034803382,FALSE,0.063953488372093,UTP18,0.892495359321135,0.0706098120128381,0.063953488372093
ISG20L2,-4.03989854500793,-0.288873222499212,FALSE,0.0494186046511628,ISG20L2,0.906087877183695,0.0628631801373481,0.0494186046511628
